Suburb,Address,Rooms,Type,SalePrice,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseAge,Price_per_SqM,TotalRooms
Airport West,Address 587,3.0,t,1703933.0,S,Ray,1/01/2016,18.880876973653848,3153.0,3.0,2.0,2.0,151.3713240625697,206.3110055322977,1946.0,Port Phillip City Council,-37.58663977858459,145.31140726581265,Southern Metropolitan,9023.0,80.0,8259.05043506393,5.0
Abbotsford,Address 588,2.0,t,1039510.0,VB,Nelson,1/01/2016,17.500812098744184,3124.0,4.0,2.0,1.0,393.0327197633187,327.4374059133815,1947.0,Moonee Valley City Council,-37.67336009991025,144.53330784314596,Western Metropolitan,4836.0,79.0,3174.6831034783677,4.0
Ascot Vale,Address 589,1.0,t,1024297.0,SP,Marshall,1/01/2016,2.4552666785364625,3169.0,5.0,2.0,1.0,627.447341432452,220.8569550152097,1919.0,Port Phillip City Council,-37.92176321418513,144.81620084998798,Southern Metropolitan,2673.0,107.0,4637.829947123286,3.0
Ashwood,Address 590,5.0,h,1640725.0,SP,Biggin,1/01/2016,17.197268496196887,3198.0,3.0,2.0,2.0,833.3724578954192,107.30457250669102,2009.0,Moonee Valley City Council,-37.55265308786269,145.41624977368753,Western Metropolitan,6975.0,17.0,15290.354937089862,7.0
Ashburton,Address 591,5.0,h,2473789.0,SP,Marshall,1/01/2016,8.280204928606388,3093.0,1.0,3.0,1.0,996.3194784927332,92.38365188282818,1971.0,Port Phillip City Council,-37.99941785036107,144.8197511139525,Western Metropolitan,2064.0,55.0,26777.345878657736,8.0
Altona,Address 592,4.0,h,2551858.0,S,Ray,1/01/2016,2.6214355115700005,3177.0,2.0,2.0,2.0,820.6431695085784,209.54670790773488,1916.0,Moonee Valley City Council,-37.889346677196215,145.07021449303951,Northern Metropolitan,9816.0,110.0,12177.991367555169,6.0
Ascot Vale,Address 593,5.0,h,1834154.0,SA,Jellis,1/01/2016,13.890100614726258,3026.0,2.0,1.0,3.0,894.990125256244,314.36797368875006,2005.0,Port Phillip City Council,-37.72772339296506,145.0225258987075,Western Metropolitan,1539.0,21.0,5834.417477322172,6.0
Abbotsford,Address 594,3.0,h,684012.0,VB,Nelson,1/01/2016,13.802273378688875,3189.0,2.0,3.0,2.0,766.2670695145694,350.9499456798069,2013.0,Moonee Valley City Council,-37.91440837659225,145.3090717013507,Western Metropolitan,2612.0,13.0,1949.0300779931335,6.0
Altona North,Address 595,2.0,u,853757.0,PI,Marshall,1/01/2016,9.957237318877477,3081.0,5.0,2.0,0.0,194.96949197616416,138.4259395395939,1961.0,Moonee Valley City Council,-37.62024630986113,144.66765429209238,Northern Metropolitan,3970.0,65.0,6167.608490428922,4.0
Airport West,Address 596,3.0,u,966262.0,SA,Marshall,1/01/2016,6.2435344366744285,3095.0,2.0,1.0,3.0,529.922955102194,298.091000559192,2007.0,Moonee Valley City Council,-37.566942098848514,145.04235181871832,Southern Metropolitan,4443.0,19.0,3241.500072754223,4.0
Altona,Address 597,4.0,u,1104774.0,PI,Nelson,1/01/2016,15.715355324872164,3153.0,3.0,2.0,2.0,589.2823351895631,118.91230958742676,1959.0,Yarra City Council,-37.57153201527677,145.27374841885435,Northern Metropolitan,5307.0,67.0,9290.661360737826,6.0
Ashburton,Address 598,1.0,t,2415538.0,S,Biggin,1/01/2016,16.084338063857928,3100.0,1.0,1.0,2.0,629.7652188695627,148.3645073968894,1922.0,Moonee Valley City Council,-37.70161584422554,144.89432769634908,Western Metropolitan,4680.0,104.0,16281.104169599017,2.0
Ashburton,Address 599,2.0,t,2254070.0,SP,Nelson,1/01/2016,10.753720298740772,3137.0,3.0,1.0,1.0,441.6151540971799,155.13202291779055,1969.0,Yarra City Council,-37.65628376493643,144.8421370728935,Southern Metropolitan,4914.0,57.0,14530.01100355988,3.0
Albert Park,Address 600,5.0,t,1250354.0,SP,Biggin,1/01/2016,12.30540745010116,3138.0,5.0,3.0,1.0,516.9061813733877,198.81558418598377,2000.0,Moonee Valley City Council,-37.73814366538812,144.7147392410984,Northern Metropolitan,3736.0,26.0,6289.014038408304,8.0
Abbotsford,Address 601,2.0,h,1102738.0,SP,Nelson,1/01/2016,2.2965785669543064,3139.0,2.0,1.0,0.0,116.8821467804227,213.80485497552144,1958.0,Moonee Valley City Council,-37.94379583810535,144.76983077965093,Northern Metropolitan,3571.0,68.0,5157.684562992045,3.0
Airport West,Address 602,2.0,h,1825167.0,SA,Ray,1/01/2016,17.346415528425798,3116.0,2.0,3.0,2.0,950.1601641693882,144.03436582248676,1986.0,Port Phillip City Council,-37.55164416264945,145.20288956538616,Western Metropolitan,2372.0,40.0,12671.7467014046,5.0
Albert Park,Address 603,5.0,u,1249035.0,S,Jellis,1/01/2016,7.4834481822945715,3081.0,3.0,3.0,1.0,785.4220469376472,387.093580226899,1921.0,Port Phillip City Council,-37.58805551758911,144.55005981346602,Northern Metropolitan,3205.0,105.0,3226.7003737645687,8.0
Ascot Vale,Address 604,2.0,u,2180053.0,VB,Biggin,1/01/2016,14.226393603295447,3018.0,3.0,3.0,2.0,256.83137002268575,128.29025247040033,1943.0,Yarra City Council,-37.5627518996525,145.1434665051338,Western Metropolitan,3530.0,83.0,16993.130483572717,5.0
Armadale,Address 605,2.0,u,1951234.0,S,Nelson,1/01/2016,13.768325661242285,3199.0,3.0,1.0,2.0,150.8290706604012,211.4315983970074,1951.0,Port Phillip City Council,-37.91357228973583,145.10776665647006,Northern Metropolitan,8303.0,75.0,9228.677334861493,3.0
Altona North,Address 606,5.0,t,2556890.0,S,Marshall,1/01/2016,5.368159128183548,3021.0,4.0,2.0,3.0,209.8717563726124,322.19995153743224,1906.0,Moonee Valley City Council,-37.50925018467618,145.28970667534816,Northern Metropolitan,3992.0,120.0,7935.724346944689,7.0
Ascot Vale,Address 607,1.0,h,698511.0,SP,Nelson,1/01/2016,3.529906375193404,3104.0,4.0,3.0,2.0,344.60897756128406,286.6813785731716,1972.0,Yarra City Council,-37.6870361872952,144.75748690111627,Southern Metropolitan,3617.0,54.0,2436.54123430174,4.0
Armadale,Address 608,2.0,t,1264478.0,PI,Ray,1/01/2016,12.69761281474558,3087.0,5.0,1.0,2.0,794.6585731732753,159.68656669802365,1929.0,Port Phillip City Council,-37.896088686448486,144.5976239259369,Northern Metropolitan,2038.0,97.0,7918.49950904887,3.0
Altona North,Address 609,1.0,h,2911219.0,SP,Jellis,1/01/2016,4.02895039731445,3142.0,4.0,1.0,2.0,943.1751247229022,315.6048808343893,1993.0,Port Phillip City Council,-37.60811197719082,145.15509512885987,Northern Metropolitan,5653.0,33.0,9224.252148139733,2.0
Ashburton,Address 610,2.0,h,2422171.0,S,Biggin,1/01/2016,8.737835298376748,3048.0,5.0,2.0,1.0,478.9006248886842,173.65616601089638,1980.0,Port Phillip City Council,-37.50332562107116,144.7663748898244,Southern Metropolitan,4766.0,46.0,13948.08520561266,4.0
Alphington,Address 611,3.0,u,2866791.0,VB,Jellis,1/01/2016,7.994335650991914,3020.0,2.0,1.0,0.0,214.2297104833547,377.58880672883066,1951.0,Moonee Valley City Council,-37.76972192806893,145.09999731292768,Western Metropolitan,3731.0,75.0,7592.362244092727,4.0
Albert Park,Address 612,3.0,t,774596.0,SA,Ray,1/01/2016,9.2951879942743,3151.0,3.0,3.0,0.0,971.9693276460072,99.45577498999742,2011.0,Moonee Valley City Council,-37.523411870253646,145.0883933089261,Southern Metropolitan,9790.0,15.0,7788.346127491375,6.0
Ascot Vale,Address 613,3.0,t,2471832.0,SP,Nelson,1/01/2016,5.307028961639545,3193.0,2.0,2.0,1.0,689.3708021011649,119.57725191548543,2017.0,Moonee Valley City Council,-37.74558958542811,144.96330604042865,Northern Metropolitan,2033.0,9.0,20671.423371955698,5.0
Altona North,Address 614,3.0,h,963300.0,VB,Jellis,1/01/2016,6.763338053004632,3030.0,1.0,3.0,0.0,254.81608643935323,399.2967468757713,1987.0,Moonee Valley City Council,-37.94797943251469,144.60562574844866,Southern Metropolitan,1851.0,39.0,2412.4914804269633,6.0
Albert Park,Address 615,4.0,u,1652899.0,SP,Ray,1/01/2016,11.447201622134363,3113.0,2.0,2.0,0.0,273.9862268653518,157.06190212468465,1958.0,Port Phillip City Council,-37.71748376160154,145.22357254922036,Western Metropolitan,2029.0,68.0,10523.86974587787,6.0
Abbotsford,Address 616,3.0,u,1678211.0,S,Jellis,1/01/2016,4.477727135288497,3060.0,4.0,1.0,0.0,494.9443473445901,88.43751287392811,1942.0,Moonee Valley City Council,-37.75696791112199,144.95055662517663,Western Metropolitan,4848.0,84.0,18976.23469344247,4.0
Ascot Vale,Address 617,3.0,h,2386571.0,SA,Ray,1/01/2016,4.006429768359158,3098.0,1.0,3.0,1.0,653.3164999581958,159.20049259678416,1943.0,Port Phillip City Council,-37.82901653786678,144.50855621227868,Western Metropolitan,6958.0,83.0,14990.977484250627,6.0
Ascot Vale,Address 618,5.0,u,2042096.0,S,Ray,1/01/2016,12.483750314559025,3154.0,4.0,1.0,3.0,702.7264767296849,273.4580828624288,1971.0,Moonee Valley City Council,-37.95311687910417,145.45256344159742,Western Metropolitan,1659.0,55.0,7467.674674759338,6.0
Abbotsford,Address 619,5.0,t,771636.0,SA,Marshall,1/01/2016,19.040589042830312,3104.0,2.0,2.0,3.0,544.2479306285884,355.1750782469381,1984.0,Yarra City Council,-37.59526277623839,144.63643420677988,Western Metropolitan,3848.0,42.0,2172.551080466052,7.0
Armadale,Address 620,3.0,u,607772.0,SP,Biggin,1/01/2016,8.990768804099192,3131.0,4.0,2.0,1.0,660.5271445216363,70.26486021703613,1919.0,Port Phillip City Council,-37.94270450955512,144.66837855549866,Southern Metropolitan,4951.0,107.0,8649.72901280521,5.0
Altona,Address 621,3.0,h,2895693.0,SP,Marshall,1/01/2016,9.922511657426456,3165.0,5.0,1.0,1.0,631.8376316860295,113.45641677263087,1997.0,Port Phillip City Council,-37.740332137004366,145.29636409071986,Western Metropolitan,6748.0,29.0,25522.51412807291,4.0
Alphington,Address 622,2.0,h,2421225.0,SP,Ray,1/01/2016,15.50602961539138,3156.0,3.0,1.0,1.0,520.8649851646603,69.50253922668904,2005.0,Port Phillip City Council,-37.86474703009126,145.45196754470155,Western Metropolitan,8762.0,21.0,34836.497010604864,3.0
Altona,Address 623,5.0,u,755667.0,S,Marshall,1/01/2016,2.961037195185666,3064.0,5.0,3.0,3.0,580.0535055280284,296.4870675030878,1919.0,Yarra City Council,-37.86763157283556,144.56104401386074,Northern Metropolitan,9415.0,107.0,2548.7351147015206,8.0
Altona North,Address 624,1.0,h,1787280.0,PI,Marshall,1/01/2016,3.711891567190783,3061.0,5.0,1.0,1.0,308.91628662826326,325.11155894415384,1966.0,Port Phillip City Council,-37.99894937690717,145.3348827532608,Southern Metropolitan,6102.0,60.0,5497.436036431453,2.0
Abbotsford,Address 625,2.0,u,2178543.0,VB,Nelson,1/01/2016,18.85588575848587,3041.0,4.0,3.0,1.0,504.3246189942273,358.6595896442214,2012.0,Moonee Valley City Council,-37.52098653138823,144.99545429466983,Western Metropolitan,1995.0,14.0,6074.124498277164,5.0
Airport West,Address 626,3.0,h,2395755.0,SA,Jellis,1/01/2016,7.319896156580855,3067.0,5.0,1.0,3.0,658.0795139770968,235.89352740773623,1938.0,Yarra City Council,-37.91191748346212,145.22191325987134,Western Metropolitan,4423.0,88.0,10156.086206888567,4.0
Altona,Address 627,3.0,h,2134224.0,PI,Marshall,1/01/2016,15.727517335812072,3135.0,2.0,2.0,2.0,423.4682705966675,304.21818681970854,1955.0,Port Phillip City Council,-37.56162249273033,145.1261868873311,Western Metropolitan,7144.0,71.0,7015.438565034981,5.0
Alphington,Address 628,2.0,t,811142.0,VB,Nelson,1/01/2016,16.506477866612336,3058.0,4.0,3.0,0.0,325.26705251069166,147.68665262391858,1915.0,Yarra City Council,-37.52221634053268,145.36063816532092,Southern Metropolitan,8874.0,111.0,5492.317589901361,5.0
Altona,Address 629,1.0,u,806710.0,SP,Nelson,1/01/2016,4.112973942036131,3183.0,3.0,2.0,2.0,234.60136718893332,364.57826970245753,1926.0,Port Phillip City Council,-37.77430674695586,145.25198233176144,Southern Metropolitan,4742.0,100.0,2212.721017789619,3.0
Altona,Address 630,4.0,h,1950052.0,S,Biggin,1/01/2016,5.192287020220087,3010.0,3.0,3.0,3.0,514.0406610400096,136.44762404218363,1907.0,Port Phillip City Council,-37.90876063656528,144.88615340901808,Western Metropolitan,6216.0,119.0,14291.579012010714,7.0
Ashburton,Address 631,1.0,u,2929590.0,PI,Marshall,1/01/2016,16.526045689785448,3028.0,4.0,3.0,3.0,328.43110409860446,186.75965609462912,1929.0,Moonee Valley City Council,-37.79652438756192,144.94604213455872,Northern Metropolitan,5375.0,97.0,15686.417833815287,4.0
Altona North,Address 632,4.0,u,2393189.0,SP,Ray,1/01/2016,6.924245210926372,3116.0,5.0,3.0,2.0,317.861690621264,284.09890873660515,1920.0,Moonee Valley City Council,-37.63941495106162,144.69275408023887,Southern Metropolitan,6319.0,106.0,8423.788076633487,7.0
Albert Park,Address 633,4.0,h,1031453.0,S,Nelson,1/01/2016,17.611463613246542,3091.0,2.0,2.0,0.0,556.6875667717563,83.24342083912043,1905.0,Yarra City Council,-37.5900294736482,145.07893081424285,Southern Metropolitan,2537.0,121.0,12390.805058257125,6.0
Armadale,Address 634,4.0,u,2071222.0,SA,Nelson,1/01/2016,14.999517699690024,3015.0,1.0,3.0,1.0,103.90485416345196,376.0152096215812,1971.0,Yarra City Council,-37.69842593732601,144.95477155543685,Northern Metropolitan,6941.0,55.0,5508.346330151011,7.0
Altona,Address 635,4.0,t,2953507.0,S,Biggin,1/01/2016,4.378259943639945,3013.0,3.0,1.0,0.0,202.7738054270211,225.30243349483808,1986.0,Port Phillip City Council,-37.95309098076857,144.67623630231944,Southern Metropolitan,4088.0,40.0,13109.077226490179,5.0
Albert Park,Address 636,2.0,h,1944065.0,PI,Marshall,1/01/2016,6.290055031792826,3033.0,2.0,3.0,3.0,372.3448023173978,387.3316251413983,1933.0,Port Phillip City Council,-37.80186826063081,144.6613349614838,Southern Metropolitan,7641.0,93.0,5019.122823472791,5.0
Ashburton,Address 637,1.0,h,669165.0,PI,Marshall,1/01/2016,10.74187437731094,3167.0,3.0,1.0,3.0,343.2746889114109,295.4175478151493,1971.0,Moonee Valley City Council,-37.7886632626858,144.77672998016692,Western Metropolitan,5697.0,55.0,2265.149802200357,2.0
Altona North,Address 638,3.0,h,2152805.0,PI,Nelson,1/01/2016,2.9079280961545155,3146.0,4.0,3.0,1.0,966.4980814658782,289.6154593509008,2013.0,Yarra City Council,-37.97261624624961,144.5871116175594,Southern Metropolitan,3198.0,13.0,7433.322119008991,6.0
Altona North,Address 639,2.0,t,1699422.0,SA,Ray,1/01/2016,2.5987234403481816,3169.0,5.0,3.0,2.0,572.0101903458074,193.79412020882663,1959.0,Yarra City Council,-37.73639956872571,144.66107075075612,Western Metropolitan,1411.0,67.0,8769.213421793987,5.0
Ashburton,Address 640,3.0,t,1770513.0,S,Ray,1/01/2016,19.584890522623223,3153.0,5.0,1.0,1.0,872.3690588893643,199.7926818998443,2000.0,Moonee Valley City Council,-37.58833842897829,144.8030156446156,Southern Metropolitan,1822.0,26.0,8861.751006914032,4.0
Airport West,Address 641,4.0,t,2658579.0,SP,Biggin,1/01/2016,10.318335600929252,3197.0,2.0,1.0,1.0,170.8248014234302,283.84154940305655,1996.0,Port Phillip City Council,-37.67546958952845,145.1447468777336,Southern Metropolitan,1887.0,30.0,9366.419418126849,5.0
Airport West,Address 642,1.0,u,926139.0,SA,Jellis,1/01/2016,9.285143979937784,3172.0,1.0,1.0,1.0,350.7420276351866,221.3149471041169,1925.0,Port Phillip City Council,-37.91455765777796,144.99247897425928,Western Metropolitan,6681.0,101.0,4184.710577023526,2.0
Armadale,Address 643,1.0,u,2694327.0,SP,Jellis,1/01/2016,2.537064283606549,3110.0,5.0,2.0,1.0,413.58576987128953,159.94209041432836,1996.0,Yarra City Council,-37.86343245062901,144.66159429915558,Northern Metropolitan,3433.0,30.0,16845.64077548551,3.0
Ashwood,Address 644,3.0,u,1063746.0,S,Jellis,1/01/2016,12.748834553778243,3133.0,4.0,1.0,3.0,100.90895383170556,217.69736415358372,1980.0,Yarra City Council,-37.62485928326239,145.49848032663596,Northern Metropolitan,6256.0,46.0,4886.35222633902,4.0
Altona North,Address 645,5.0,h,2810247.0,PI,Biggin,1/01/2016,2.9558165543009567,3103.0,1.0,3.0,1.0,553.4495041815064,222.1854887232016,1999.0,Yarra City Council,-37.50430414597166,145.01423824848064,Western Metropolitan,3250.0,27.0,12648.202257263534,8.0
Ashwood,Address 646,3.0,u,1349396.0,SA,Jellis,1/01/2016,12.059831202757255,3177.0,2.0,2.0,1.0,710.7609448264811,187.3019204475778,1966.0,Port Phillip City Council,-37.5138219784828,144.83347260285584,Northern Metropolitan,1097.0,60.0,7204.389558716083,5.0
Armadale,Address 647,1.0,u,2471383.0,S,Jellis,1/01/2016,17.274620353901483,3129.0,4.0,3.0,2.0,128.8320828464938,353.15425397224215,2015.0,Port Phillip City Council,-37.535481729979765,145.29990756388466,Northern Metropolitan,4577.0,11.0,6998.026987363573,4.0
Ashburton,Address 648,3.0,u,932915.0,VB,Nelson,1/01/2016,10.615315336486823,3095.0,4.0,2.0,0.0,246.482857611505,170.21229704384984,1982.0,Yarra City Council,-37.63669002043934,144.85844525757724,Western Metropolitan,7665.0,44.0,5480.890724127081,5.0
Altona North,Address 649,3.0,u,2925662.0,VB,Biggin,1/01/2016,15.409205473423238,3054.0,5.0,1.0,0.0,522.3827296816241,124.30840760020727,1958.0,Port Phillip City Council,-37.58328980835391,144.95081454306438,Northern Metropolitan,3352.0,68.0,23535.511848959777,4.0
Altona,Address 650,1.0,u,1683949.0,SP,Ray,1/01/2016,14.561699342769806,3003.0,1.0,2.0,1.0,964.805799381809,266.3348129445792,1915.0,Port Phillip City Council,-37.70796610521892,144.78551669043864,Southern Metropolitan,6343.0,111.0,6322.67701462823,3.0
Ashburton,Address 651,1.0,t,2001754.0,SA,Jellis,1/01/2016,10.211756381470252,3064.0,5.0,2.0,3.0,705.1634841178568,200.9027447304813,2003.0,Moonee Valley City Council,-37.7402365636308,145.15069802303077,Western Metropolitan,9876.0,23.0,9963.796177525744,3.0
Armadale,Address 652,2.0,u,838554.0,VB,Marshall,1/01/2016,2.8260903890135336,3072.0,4.0,2.0,2.0,621.6035871436101,144.37404311432755,2013.0,Port Phillip City Council,-37.745095608558096,144.50727095207046,Northern Metropolitan,5365.0,13.0,5808.204729266758,4.0
Ashwood,Address 653,1.0,h,1507358.0,S,Ray,1/01/2016,10.730928021465346,3167.0,2.0,1.0,3.0,445.4681596832523,355.79567287547707,1928.0,Yarra City Council,-37.665383593081096,145.27860201330523,Western Metropolitan,7076.0,98.0,4236.583283371048,2.0
Ashburton,Address 654,4.0,h,2740594.0,VB,Marshall,1/01/2016,15.032327679536918,3043.0,1.0,3.0,3.0,836.7755719793199,288.8250064443798,2013.0,Yarra City Council,-37.85008116158416,144.61587234603925,Southern Metropolitan,6625.0,13.0,9488.769804728689,7.0
Airport West,Address 655,4.0,t,2307829.0,SA,Jellis,1/01/2016,6.0514089284334815,3179.0,5.0,3.0,1.0,718.5715547426864,254.924931318594,1930.0,Yarra City Council,-37.931977610043695,145.0857849828001,Western Metropolitan,5024.0,96.0,9052.974881910537,7.0
Ashburton,Address 656,3.0,h,973811.0,SA,Biggin,1/01/2016,15.714884496685524,3070.0,2.0,2.0,0.0,985.4749614805796,282.5199711321361,1972.0,Yarra City Council,-37.51400644508401,144.8835760992039,Northern Metropolitan,4260.0,54.0,3446.8749097547634,5.0
Alphington,Address 657,2.0,t,2996998.0,VB,Biggin,1/01/2016,19.598535206164225,3166.0,4.0,3.0,3.0,165.0132832294904,110.09876356290292,1969.0,Moonee Valley City Council,-37.7185063636267,144.76521755786067,Western Metropolitan,6568.0,57.0,27220.995976832382,5.0
Altona,Address 658,5.0,h,1753346.0,VB,Nelson,1/01/2016,4.128286560381606,3166.0,3.0,2.0,3.0,687.8046073394652,391.0424509765703,1902.0,Moonee Valley City Council,-37.80300840030112,144.75511263843106,Southern Metropolitan,6698.0,124.0,4483.774064992891,7.0
Airport West,Address 659,1.0,t,2208316.0,VB,Marshall,1/01/2016,11.70620074420263,3146.0,4.0,2.0,3.0,757.7060282042203,234.70870558201932,1932.0,Moonee Valley City Council,-37.62840290232224,145.39787376785327,Western Metropolitan,8683.0,94.0,9408.751986953039,3.0
Albert Park,Address 660,2.0,h,2701343.0,VB,Biggin,1/01/2016,12.983412348743975,3000.0,4.0,1.0,0.0,659.1903863925999,165.52272559538227,2017.0,Yarra City Council,-37.69072404118821,144.98947865718603,Southern Metropolitan,1753.0,9.0,16320.073212202842,3.0
Airport West,Address 661,3.0,t,740857.0,PI,Ray,1/01/2016,4.433017692716821,3126.0,3.0,3.0,3.0,236.04548208150135,364.6678807447133,1972.0,Port Phillip City Council,-37.51054917864646,145.4362111601571,Southern Metropolitan,3569.0,54.0,2031.5937846981344,6.0
Ascot Vale,Address 662,4.0,t,2210050.0,VB,Marshall,1/01/2016,17.173834629956048,3005.0,1.0,2.0,0.0,568.2195044763787,344.5615277398935,1991.0,Port Phillip City Council,-37.79997651979292,145.18100359852912,Southern Metropolitan,1083.0,35.0,6414.09391958683,6.0
Ascot Vale,Address 663,2.0,u,1168802.0,PI,Jellis,1/01/2016,8.70801152617918,3145.0,1.0,3.0,0.0,805.3525543114894,393.4321527074629,1955.0,Yarra City Council,-37.64552928753218,144.97312955176912,Southern Metropolitan,3057.0,71.0,2970.7841414503423,5.0
Ascot Vale,Address 664,5.0,h,2986904.0,SA,Ray,1/01/2016,7.9938522409843005,3179.0,4.0,1.0,0.0,592.4140686187368,361.3148634567483,2001.0,Yarra City Council,-37.86614242947737,145.39124167312733,Western Metropolitan,9285.0,25.0,8266.762046332344,6.0
